Age,Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status
37.0,79900.0,Rent,0.0,Medical,C,25000.0,13.11,0.27,N,16.0,True
53.0,60000.0,Rent,0.0,Medical,A,4425.0,8.9,0.07,N,29.0,False
64.0,24000.0,Rent,1.0,Medical,A,3000.0,6.99,0.13,N,21.0,False
60.0,150000.0,Mortgage,1.0,Personal,A,10000.0,5.79,0.07,N,18.0,False
36.0,49000.0,Rent,6.0,Homeimprovement,B,7000.0,10.74,0.14,N,16.0,True
36.0,150000.0,Mortgage,8.0,Education,A,3000.0,7.29,0.02,N,17.0,False
43.0,65000.0,Mortgage,27.0,Venture,A,6000.0,7.49,0.09,N,17.0,False
44.0,62000.0,Rent,11.0,Debtconsolidation,A,11000.0,8.07,0.18,N,16.0,False
43.0,46000.0,Rent,5.0,Venture,B,3000.0,11.71,0.07,N,17.0,False
54.0,53700.0,Rent,1.0,Homeimprovement,D,29850.0,12.813999999999998,0.56,Y,28.0,True
40.0,68000.0,Rent,12.0,Venture,A,7000.0,7.51,0.1,N,16.0,False
54.0,125000.0,Mortgage,13.0,Personal,A,12000.0,6.62,0.1,N,24.0,False
38.0,48000.0,Rent,7.0,Medical,B,6000.0,9.879999999999999,0.13,N,17.0,False
66.0,60000.0,Rent,4.0,Medical,C,27050.0,11.166,0.45,Y,28.0,True
36.0,112455.0,Rent,3.0,Debtconsolidation,B,6400.0,9.99,0.06,N,16.0,False
36.0,828000.0,Mortgage,3.0,Homeimprovement,B,4200.0,9.784,0.01,N,16.0,False
38.0,50000.0,Mortgage,5.0,Debtconsolidation,A,3000.0,10.203999999999999,0.06,N,17.0,False
52.0,85000.0,Rent,5.0,Medical,A,1000.0,8.9,0.01,N,28.0,False
47.0,95000.0,Mortgage,13.0,Education,A,5000.0,6.03,0.05,N,16.0,False
37.0,29000.0,Mortgage,8.0,Debtconsolidation,B,7750.0,13.674000000000001,0.27,N,16.0,False
38.0,36156.0,Mortgage,1.0,Homeimprovement,B,8500.0,12.21,0.24,N,16.0,False
41.0,35100.0,Mortgage,3.0,Education,A,4650.0,7.88,0.13,N,17.0,False
58.0,900000.0,Rent,18.0,Debtconsolidation,C,19600.0,13.98,0.02,N,28.0,False
45.0,29676.0,Rent,5.0,Education,C,2700.0,12.84,0.09,Y,17.0,False
37.0,250000.0,Mortgage,2.0,Education,C,34000.0,14.79,0.14,N,16.0,False
36.0,50000.0,Rent,6.0,Venture,C,7200.0,13.98,0.14,N,17.0,False
43.0,350000.0,Mortgage,3.0,Medical,B,18000.0,11.49,0.05,N,16.0,False
53.0,28000.0,Rent,2.0,Debtconsolidation,C,7000.0,6.0,0.25,N,26.0,False
36.0,72000.0,Mortgage,3.0,Venture,A,8000.0,6.92,0.11,N,16.0,False
37.0,52188.0,Mortgage,14.0,Homeimprovement,A,10000.0,5.79,0.19,N,17.0,False
37.0,20000.0,Own,2.0,Venture,B,3000.0,12.69,0.15,N,17.0,False
54.0,95000.0,Mortgage,3.0,Personal,B,6500.0,10.65,0.07,N,26.0,False
38.0,306000.0,Mortgage,9.0,Venture,B,15000.0,10.62,0.05,N,17.0,False
52.0,50000.0,Rent,3.0,Education,B,4500.0,11.89,0.09,N,25.0,False
36.0,250000.0,Rent,2.0,Debtconsolidation,A,20000.0,7.88,0.08,N,17.0,False
37.0,33280.0,Rent,2.0,Venture,C,8400.0,13.92,0.25,Y,17.0,False
52.0,15000.0,Rent,3.0,Personal,B,1200.0,12.239999999999998,0.08,N,20.0,True
55.0,54000.0,Rent,20.0,Venture,A,5800.0,6.76,0.11,N,24.0,False
39.0,23000.0,Rent,4.0,Medical,A,7200.0,11.266,0.31,N,17.0,True
41.0,54000.0,Rent,5.0,Medical,C,10000.0,13.23,0.19,Y,17.0,False
43.0,74000.0,Rent,2.0,Debtconsolidation,E,30600.0,18.79,0.41,N,17.0,True
53.0,26400.0,Rent,3.0,Debtconsolidation,A,2500.0,11.678,0.09,N,28.0,False
38.0,42000.0,Rent,0.0,Debtconsolidation,B,4600.0,10.796000000000001,0.11,N,16.0,False
36.0,75000.0,Rent,12.0,Medical,A,7000.0,6.92,0.09,N,17.0,False
38.0,41280.0,Rent,3.0,Debtconsolidation,C,6000.0,13.61,0.15,Y,17.0,False
48.0,60000.0,Mortgage,8.0,Medical,B,8000.0,10.37,0.13,N,17.0,False
43.0,69000.0,Rent,0.0,Debtconsolidation,A,2000.0,8.9,0.03,N,17.0,False
37.0,63000.0,Rent,6.0,Homeimprovement,B,5000.0,10.2,0.08,N,16.0,False
45.0,54000.0,Rent,3.0,Education,C,7000.0,16.226,0.13,N,16.0,True
44.0,100000.0,Rent,5.0,Education,A,13500.0,8.9,0.14,N,17.0,False
54.0,48000.0,Own,20.0,Personal,A,6000.0,8.0,0.13,N,20.0,False
55.0,34000.0,Rent,0.0,Debtconsolidation,A,12000.0,6.92,0.35,N,30.0,True
37.0,69996.0,Mortgage,10.0,Personal,B,5000.0,9.17,0.07,N,16.0,False
40.0,52000.0,Rent,2.0,Education,F,15000.0,18.62,0.29,Y,16.0,True
48.0,71004.0,Rent,5.0,Personal,B,16000.0,9.25,0.23,N,17.0,False
50.0,116000.0,Mortgage,22.0,Personal,B,5000.0,10.25,0.04,N,17.0,False
37.0,44000.0,Rent,0.0,Venture,E,6000.0,17.04,0.14,Y,17.0,True
42.0,114000.0,Mortgage,4.0,Debtconsolidation,B,19200.0,11.36,0.17,N,17.0,False
43.0,112000.0,Mortgage,14.0,Personal,D,25000.0,14.96,0.22,N,16.0,False
36.0,38000.0,Rent,15.0,Venture,C,20000.0,12.41,0.53,Y,16.0,True
42.0,160000.0,Mortgage,0.0,Medical,A,22000.0,6.99,0.14,N,16.0,False
36.0,430000.0,Rent,2.0,Venture,C,25000.0,13.8,0.06,Y,16.0,False
41.0,45840.0,Rent,5.0,Personal,B,4600.0,10.99,0.1,N,16.0,False
38.0,64000.0,Rent,4.0,Debtconsolidation,A,5000.0,7.88,0.08,N,16.0,False
39.0,40000.0,Rent,5.0,Personal,D,6000.0,14.54,0.15,N,16.0,False
43.0,80000.0,Mortgage,3.0,Personal,A,10000.0,8.386,0.13,N,16.0,False
36.0,52000.0,Mortgage,11.0,Personal,B,1500.0,11.36,0.03,N,17.0,True
61.0,148000.0,Mortgage,30.0,Debtconsolidation,B,24000.0,10.38,0.16,N,20.0,True
43.0,50000.0,Rent,3.0,Homeimprovement,C,8000.0,12.84,0.16,Y,17.0,False
56.0,70000.0,Mortgage,17.0,Personal,A,2500.0,5.99,0.04,N,23.0,False
37.0,50000.0,Rent,1.0,Debtconsolidation,C,8000.0,11.828,0.16,N,16.0,False
44.0,30160.0,Mortgage,4.0,Personal,C,7500.0,11.6,0.25,N,16.0,False
43.0,72000.0,Mortgage,9.0,Debtconsolidation,A,5050.0,6.99,0.07,N,16.0,False
40.0,98000.0,Mortgage,4.0,Venture,B,5200.0,9.63,0.05,N,16.0,False
41.0,108800.0,Mortgage,2.0,Medical,E,15000.0,17.88,0.12,N,16.0,True
40.0,86500.0,Mortgage,2.0,Homeimprovement,B,10000.0,10.25,0.12,N,16.0,False
48.0,28000.0,Mortgage,7.0,Education,A,7500.0,7.74,0.27,N,17.0,False
36.0,68848.0,Rent,5.0,Personal,B,8000.0,9.63,0.12,N,16.0,False
42.0,48000.0,Own,0.0,Education,C,3500.0,14.35,0.07,Y,17.0,False
64.0,87000.0,Mortgage,12.0,Personal,A,15000.0,7.51,0.17,N,27.0,False
40.0,50000.0,Rent,3.0,Personal,B,2000.0,11.49,0.04,N,17.0,False
41.0,58000.0,Rent,16.0,Personal,C,7500.0,11.03,0.13,Y,16.0,False
38.0,35000.0,Rent,0.0,Debtconsolidation,B,5600.0,11.11,0.16,N,17.0,False
39.0,98000.0,Mortgage,22.0,Medical,C,8000.0,13.49,0.08,Y,16.0,False
45.0,52000.0,Mortgage,11.0,Education,A,14000.0,11.866000000000001,0.27,N,16.0,False
36.0,50000.0,Rent,2.0,Debtconsolidation,A,5500.0,8.32,0.11,N,16.0,False
41.0,381450.0,Mortgage,10.0,Personal,C,35000.0,13.49,0.09,Y,16.0,False
47.0,21000.0,Rent,9.0,Debtconsolidation,D,5000.0,15.99,0.24,Y,16.0,True
41.0,31000.0,Rent,5.0,Medical,E,3700.0,16.32,0.12,N,17.0,True
37.0,90000.0,Mortgage,11.0,Medical,A,4000.0,6.62,0.04,N,16.0,False
47.0,178000.0,Own,31.0,Venture,B,9000.0,10.99,0.05,N,17.0,False
40.0,25920.0,Own,2.0,Homeimprovement,D,4750.0,10.776,0.18,N,17.0,False
40.0,38000.0,Rent,4.0,Debtconsolidation,D,7000.0,15.99,0.18,N,16.0,True
54.0,129000.0,Mortgage,6.0,Education,B,9000.0,11.49,0.07,N,24.0,True
54.0,154000.0,Mortgage,1.0,Personal,B,12000.0,12.69,0.08,N,26.0,False
53.0,24000.0,Rent,5.0,Medical,B,4400.0,12.42,0.18,N,23.0,False
46.0,140000.0,Rent,12.0,Venture,B,3725.0,9.204,0.03,N,17.0,False
40.0,71599.0,Rent,0.0,Education,A,6000.0,9.63,0.08,N,17.0,False
43.0,48000.0,Mortgage,2.0,Venture,A,10400.0,5.99,0.22,N,17.0,False
43.0,36480.0,Rent,0.0,Personal,B,18000.0,11.71,0.49,N,16.0,True
60.0,88000.0,Own,8.0,Personal,C,6000.0,9.494000000000002,0.07,Y,18.0,False
36.0,141600.0,Mortgage,4.0,Homeimprovement,B,6000.0,11.49,0.04,N,16.0,False
64.0,46000.0,Rent,2.0,Personal,C,4800.0,11.09,0.1,Y,24.0,False
36.0,80000.0,Mortgage,20.0,Debtconsolidation,A,5000.0,7.29,0.06,N,16.0,False
46.0,48000.0,Rent,1.0,Education,F,8400.0,18.54,0.17,N,16.0,True
39.0,37000.0,Rent,6.0,Personal,A,5000.0,11.809999999999999,0.14,N,17.0,False
38.0,27600.0,Rent,3.0,Medical,D,5000.0,14.59,0.18,Y,16.0,True
51.0,667680.0,Mortgage,19.0,Personal,C,10000.0,13.98,0.01,Y,22.0,False
37.0,14400.0,Rent,4.0,Venture,C,3000.0,13.61,0.21,N,17.0,True
40.0,52000.0,Rent,2.0,Education,F,15000.0,18.62,0.29,Y,17.0,True
36.0,30000.0,Rent,1.0,Debtconsolidation,B,5000.0,11.14,0.17,N,17.0,False
38.0,70000.0,Rent,3.0,Debtconsolidation,B,10800.0,12.21,0.15,N,16.0,False
42.0,78456.0,Mortgage,5.0,Medical,B,25000.0,10.36,0.32,N,16.0,False
46.0,92000.0,Mortgage,18.0,Education,A,12925.0,9.129999999999999,0.14,N,17.0,False
47.0,100000.0,Mortgage,4.0,Venture,B,2500.0,9.99,0.03,N,16.0,False
55.0,54000.0,Rent,4.0,Debtconsolidation,C,1000.0,13.99,0.02,N,27.0,True
51.0,36000.0,Rent,3.0,Medical,D,10000.0,15.65,0.28,N,30.0,False
52.0,163000.0,Mortgage,9.0,Personal,D,25000.0,14.11,0.15,N,30.0,True
41.0,70000.0,Rent,2.0,Education,A,10000.0,7.88,0.14,N,17.0,False
44.0,38400.0,Mortgage,9.0,Homeimprovement,A,2500.0,12.702000000000002,0.07,N,17.0,False
56.0,65000.0,Rent,7.0,Debtconsolidation,A,7700.0,5.42,0.12,N,24.0,False
61.0,51000.0,Rent,2.0,Medical,D,20000.0,14.09,0.39,N,21.0,True
43.0,48000.0,Rent,1.0,Medical,C,5500.0,12.61,0.11,N,17.0,False
38.0,40000.0,Rent,4.0,Education,B,18225.0,12.42,0.46,N,17.0,True
46.0,56000.0,Mortgage,1.0,Education,A,6000.0,12.31,0.11,N,16.0,False
37.0,88824.0,Mortgage,8.0,Venture,A,3600.0,6.62,0.04,N,17.0,False
40.0,50000.0,Mortgage,1.0,Personal,B,12000.0,11.856,0.24,N,17.0,False
52.0,64500.0,Rent,0.0,Education,B,5000.0,11.26,0.08,N,20.0,False
56.0,70000.0,Mortgage,7.0,Personal,B,15000.0,10.38,0.21,N,20.0,False
38.0,74237.0,Mortgage,4.0,Debtconsolidation,C,18000.0,14.35,0.24,N,17.0,False
40.0,210000.0,Mortgage,11.0,Education,A,20000.0,6.17,0.1,N,17.0,False
38.0,80000.0,Mortgage,7.0,Homeimprovement,A,10000.0,7.29,0.13,N,16.0,False
44.0,55000.0,Rent,18.0,Personal,B,9600.0,11.26,0.17,N,16.0,False
44.0,73500.0,Own,2.0,Venture,B,20000.0,12.18,0.27,N,17.0,False
42.0,125000.0,Mortgage,5.0,Venture,A,35000.0,7.9,0.28,N,17.0,False
39.0,85000.0,Rent,3.0,Personal,A,10000.0,9.32,0.12,N,16.0,False
39.0,80000.0,Mortgage,18.0,Medical,C,5600.0,13.43,0.07,N,17.0,False
37.0,75000.0,Rent,3.0,Homeimprovement,C,10000.0,10.302,0.13,Y,17.0,False
53.0,43200.0,Rent,0.0,Venture,B,10000.0,9.88,0.23,N,30.0,False
36.0,100000.0,Mortgage,17.0,Debtconsolidation,A,6000.0,7.14,0.06,N,17.0,False
44.0,150000.0,Mortgage,17.0,Personal,C,25000.0,13.43,0.17,N,17.0,False
39.0,97000.0,Rent,15.0,Personal,B,3000.0,9.25,0.03,N,17.0,False
36.0,43680.0,Mortgage,0.0,Venture,C,15000.0,13.11,0.34,Y,17.0,False
41.0,23400.0,Rent,2.0,Venture,B,5375.0,9.84,0.23,N,16.0,False
36.0,60000.0,Rent,2.0,Venture,B,15000.0,12.620000000000001,0.25,N,16.0,False
66.0,54000.0,Rent,3.0,Medical,D,8000.0,16.02,0.15,Y,26.0,False
58.0,72000.0,Rent,5.0,Homeimprovement,B,4500.0,9.154,0.06,N,23.0,False
38.0,25000.0,Rent,1.0,Education,A,1000.0,8.0,0.04,N,16.0,False
51.0,16800.0,Own,3.0,Personal,B,1000.0,11.11,0.06,N,22.0,False
45.0,35004.0,Mortgage,5.0,Debtconsolidation,C,10000.0,9.448,0.29,Y,17.0,False
41.0,24000.0,Rent,2.0,Medical,D,4000.0,16.07,0.17,N,16.0,True
38.0,108000.0,Rent,3.0,Personal,D,5000.0,15.21,0.05,Y,17.0,True
41.0,47000.0,Mortgage,19.0,Debtconsolidation,A,7200.0,7.51,0.15,N,16.0,False
36.0,38160.0,Rent,3.0,Education,C,6000.0,12.61,0.16,N,17.0,False
52.0,50000.0,Rent,0.0,Medical,D,18000.0,14.59,0.36,Y,25.0,True
52.0,52000.0,Own,0.0,Personal,A,9600.0,8.49,0.18,N,22.0,False
38.0,175000.0,Mortgage,21.0,Venture,B,10000.0,11.26,0.06,N,17.0,False
37.0,37500.0,Rent,0.0,Personal,A,6750.0,6.91,0.18,N,16.0,False
38.0,67000.0,Rent,6.0,Homeimprovement,D,13000.0,14.052000000000001,0.19,N,17.0,False
73.0,42000.0,Mortgage,7.0,Personal,A,5000.0,7.49,0.12,N,28.0,False
43.0,60000.0,Rent,5.0,Debtconsolidation,B,2000.0,12.53,0.03,N,17.0,False
40.0,22800.0,Rent,0.0,Medical,A,1500.0,7.29,0.07,N,16.0,False
38.0,30120.0,Rent,1.0,Homeimprovement,D,14400.0,12.8,0.48,Y,17.0,True
36.0,290000.0,Mortgage,6.0,Personal,D,25000.0,15.65,0.09,N,16.0,False
38.0,110000.0,Mortgage,16.0,Medical,A,3000.0,8.49,0.03,N,17.0,False
39.0,325000.0,Mortgage,14.0,Personal,D,18000.0,14.96,0.06,Y,17.0,False
69.0,120000.0,Mortgage,3.0,Personal,D,20000.0,14.84,0.17,N,27.0,False
60.0,9600.0,Rent,4.0,Debtconsolidation,B,2800.0,10.99,0.29,N,28.0,True
38.0,65000.0,Mortgage,5.0,Education,B,15000.0,10.36,0.23,N,17.0,False
41.0,35000.0,Mortgage,13.0,Personal,B,1500.0,10.38,0.04,N,16.0,False
40.0,35000.0,Rent,17.0,Education,A,2400.0,9.418,0.07,N,16.0,False
41.0,37000.0,Rent,2.0,Medical,B,3000.0,14.528,0.08,N,16.0,False
57.0,15840.0,Rent,2.0,Medical,B,3000.0,10.38,0.19,N,20.0,True
53.0,88000.0,Rent,0.0,Education,A,5000.0,8.49,0.06,N,25.0,False
48.0,120000.0,Mortgage,18.0,Homeimprovement,C,3600.0,9.296000000000001,0.03,N,16.0,False
51.0,115900.0,Mortgage,16.0,Personal,A,12000.0,7.88,0.1,N,29.0,False
51.0,28000.0,Rent,3.0,Venture,B,8000.0,11.86,0.29,N,26.0,False
39.0,34000.0,Mortgage,1.0,Venture,B,5200.0,9.76,0.15,N,16.0,False
54.0,52000.0,Mortgage,5.0,Personal,B,1000.0,10.0,0.02,N,26.0,False
51.0,99000.0,Rent,2.0,Homeimprovement,B,9000.0,11.49,0.09,N,22.0,False
39.0,40800.0,Rent,4.0,Medical,D,14000.0,16.0,0.34,Y,17.0,True
53.0,95000.0,Own,24.0,Personal,A,6000.0,5.42,0.06,N,30.0,False
42.0,58752.0,Rent,8.0,Medical,B,3000.0,10.01,0.05,N,16.0,False
51.0,72800.0,Mortgage,0.0,Personal,A,5700.0,7.66,0.08,N,28.0,False
70.0,30000.0,Rent,0.0,Debtconsolidation,D,1000.0,17.49,0.03,Y,21.0,True
39.0,121200.0,Mortgage,16.0,Venture,A,1450.0,6.76,0.01,N,17.0,False
46.0,90000.0,Mortgage,5.0,Debtconsolidation,A,20000.0,6.91,0.22,N,16.0,False
53.0,85000.0,Rent,19.0,Personal,D,35000.0,15.65,0.41,N,19.0,True
49.0,74880.0,Rent,6.0,Medical,A,14300.0,7.51,0.19,N,16.0,False
41.0,80000.0,Own,24.0,Venture,B,17000.0,10.148,0.21,N,16.0,False
36.0,150000.0,Mortgage,20.0,Debtconsolidation,A,10000.0,9.486,0.07,N,16.0,False
39.0,110000.0,Rent,17.0,Medical,B,21000.0,11.11,0.19,N,16.0,False
41.0,62000.0,Rent,3.0,Medical,B,7500.0,11.36,0.12,N,16.0,False
55.0,24543.0,Rent,3.0,Venture,C,4000.0,13.92,0.16,Y,27.0,False
43.0,145000.0,Mortgage,1.0,Venture,A,20000.0,6.91,0.14,N,17.0,False
36.0,45600.0,Mortgage,6.0,Medical,C,10000.0,13.49,0.22,N,16.0,False
46.0,114440.0,Mortgage,0.0,Education,A,3000.0,8.59,0.03,N,17.0,False
39.0,39000.0,Rent,7.0,Debtconsolidation,B,1500.0,10.36,0.04,N,16.0,True
37.0,38000.0,Rent,4.0,Personal,D,6000.0,15.33,0.16,Y,16.0,False
47.0,48000.0,Rent,14.0,Debtconsolidation,C,2500.0,14.65,0.05,Y,17.0,False
42.0,25000.0,Rent,4.0,Medical,A,10000.0,6.99,0.4,N,17.0,True
52.0,83200.0,Rent,0.0,Debtconsolidation,C,8000.0,15.96,0.1,Y,30.0,False
37.0,73000.0,Rent,21.0,Debtconsolidation,D,14000.0,16.02,0.19,N,17.0,True
38.0,23000.0,Rent,4.0,Education,C,10000.0,13.48,0.43,Y,16.0,True
44.0,29088.0,Rent,3.0,Debtconsolidation,B,7200.0,11.71,0.25,N,17.0,False
37.0,40000.0,Own,1.0,Homeimprovement,B,15000.0,11.48,0.38,N,17.0,False
51.0,500000.0,Mortgage,1.0,Personal,B,20000.0,10.37,0.04,N,19.0,False
43.0,36000.0,Rent,0.0,Medical,A,9000.0,5.79,0.25,N,17.0,False
37.0,95000.0,Rent,0.0,Debtconsolidation,A,7500.0,7.51,0.08,N,16.0,False
38.0,90000.0,Mortgage,0.0,Homeimprovement,C,9600.0,13.92,0.11,Y,17.0,False
58.0,72000.0,Rent,5.0,Education,B,4500.0,9.154,0.06,N,18.0,False
52.0,720000.0,Mortgage,1.0,Personal,A,7925.0,8.94,0.01,N,30.0,False
40.0,55000.0,Own,2.0,Homeimprovement,B,8000.0,11.36,0.15,N,17.0,False
70.0,30000.0,Rent,1.0,Medical,B,5000.0,10.96,0.17,N,28.0,False
41.0,73000.0,Rent,0.0,Education,D,8550.0,14.3,0.12,N,16.0,True
41.0,55000.0,Rent,4.0,Homeimprovement,B,4200.0,12.69,0.08,N,16.0,False
36.0,33000.0,Rent,2.0,Personal,B,4000.0,11.187999999999999,0.12,N,17.0,True
38.0,140000.0,Mortgage,1.0,Personal,D,10000.0,14.09,0.07,N,16.0,False
42.0,38400.0,Rent,4.0,Medical,B,13000.0,10.952000000000002,0.34,N,17.0,True
36.0,35000.0,Mortgage,4.0,Homeimprovement,D,7500.0,16.29,0.21,N,16.0,False
47.0,156000.0,Mortgage,5.0,Education,B,18000.0,11.99,0.12,N,17.0,False
58.0,780000.0,Mortgage,7.0,Personal,A,4500.0,6.91,0.01,N,20.0,False
49.0,86400.0,Rent,0.0,Medical,C,4000.0,11.822,0.05,N,17.0,False
52.0,59004.0,Rent,4.0,Debtconsolidation,D,20000.0,15.58,0.34,N,22.0,True
38.0,91200.0,Mortgage,0.0,Homeimprovement,C,9000.0,12.68,0.1,N,16.0,False
40.0,176800.0,Rent,8.0,Medical,B,25000.0,10.99,0.12,N,17.0,True
41.0,480000.0,Mortgage,3.0,Debtconsolidation,A,16000.0,7.9,0.03,N,17.0,False
47.0,52000.0,Rent,3.0,Personal,B,6000.0,10.99,0.12,N,16.0,False
42.0,61000.0,Own,2.0,Personal,A,14400.0,7.51,0.24,N,17.0,False
37.0,65000.0,Mortgage,12.0,Personal,B,11000.0,9.91,0.17,N,16.0,False
60.0,60000.0,Own,5.0,Personal,C,9000.0,13.8,0.15,N,27.0,False
45.0,36000.0,Rent,1.0,Venture,C,4300.0,10.91,0.12,Y,17.0,False
41.0,58650.0,Mortgage,15.0,Medical,B,12000.0,11.14,0.17,N,16.0,True
45.0,59000.0,Mortgage,5.0,Medical,A,9000.0,7.9,0.15,N,16.0,False
53.0,55000.0,Rent,1.0,Homeimprovement,A,9500.0,5.42,0.17,N,26.0,False
46.0,60000.0,Rent,9.0,Homeimprovement,D,15000.0,16.32,0.25,N,16.0,False
66.0,38400.0,Rent,14.0,Medical,A,11000.0,5.42,0.29,N,19.0,False
43.0,34000.0,Mortgage,4.0,Homeimprovement,A,9800.0,13.706,0.29,N,17.0,False
50.0,68000.0,Mortgage,5.0,Personal,B,10000.0,11.49,0.15,N,16.0,False
57.0,15000.0,Mortgage,1.0,Debtconsolidation,C,3000.0,12.68,0.2,N,23.0,True
51.0,67619.0,Mortgage,11.0,Personal,C,15000.0,13.11,0.22,N,27.0,False
41.0,98000.0,Mortgage,18.0,Medical,B,5000.0,10.99,0.05,N,17.0,False
38.0,70000.0,Mortgage,0.0,Personal,A,9250.0,7.51,0.13,N,17.0,False
38.0,47000.0,Rent,4.0,Debtconsolidation,A,16500.0,7.9,0.35,N,16.0,True
40.0,95000.0,Own,12.0,Homeimprovement,B,5000.0,10.65,0.05,N,16.0,False
40.0,100300.0,Mortgage,2.0,Medical,D,25000.0,14.83,0.21,N,16.0,True
36.0,24000.0,Mortgage,18.0,Venture,B,6200.0,10.65,0.26,N,16.0,False
37.0,54000.0,Mortgage,21.0,Debtconsolidation,D,25000.0,15.57,0.46,Y,16.0,True
66.0,300000.0,Mortgage,3.0,Personal,A,28000.0,6.62,0.09,N,23.0,False
53.0,110000.0,Rent,3.0,Venture,A,6000.0,7.9,0.05,N,23.0,False
76.0,75000.0,Rent,23.0,Medical,A,15000.0,8.94,0.2,N,25.0,False
49.0,64800.0,Mortgage,4.0,Homeimprovement,D,6625.0,18.25,0.1,N,16.0,False
54.0,170000.0,Mortgage,12.0,Personal,A,11000.0,6.62,0.06,N,20.0,False
37.0,65000.0,Rent,4.0,Homeimprovement,F,20000.0,16.71,0.31,N,17.0,True
40.0,1200000.0,Mortgage,1.0,Medical,A,10000.0,9.863999999999999,0.01,N,16.0,False
37.0,39600.0,Mortgage,17.0,Homeimprovement,A,6000.0,9.874,0.15,N,17.0,False
37.0,26400.0,Rent,5.0,Education,A,1500.0,6.91,0.06,N,17.0,False
41.0,39996.0,Mortgage,8.0,Venture,D,1200.0,15.21,0.03,N,16.0,False
46.0,48000.0,Mortgage,0.0,Personal,A,9600.0,12.123999999999999,0.2,N,17.0,False
43.0,25000.0,Mortgage,10.0,Education,B,10000.0,9.62,0.4,N,17.0,False
37.0,29000.0,Rent,4.0,Personal,B,6725.0,8.88,0.23,N,16.0,False
36.0,35000.0,Mortgage,5.0,Debtconsolidation,A,12000.0,8.9,0.34,N,17.0,False
63.0,106000.0,Mortgage,0.0,Personal,C,11500.0,12.98,0.11,N,23.0,False
52.0,52000.0,Mortgage,1.0,Medical,A,17000.0,7.88,0.33,N,18.0,True
57.0,64000.0,Rent,20.0,Venture,A,8000.0,8.9,0.13,N,19.0,False
46.0,45000.0,Mortgage,7.0,Medical,A,12250.0,6.54,0.27,N,16.0,False
40.0,27599.0,Rent,6.0,Venture,B,3000.0,10.25,0.11,N,17.0,False
42.0,74000.0,Mortgage,1.0,Personal,C,16000.0,12.73,0.22,N,16.0,False
36.0,45600.0,Rent,8.0,Personal,D,8775.0,12.36,0.19,Y,17.0,False
37.0,85000.0,Mortgage,17.0,Homeimprovement,B,8000.0,11.99,0.09,N,17.0,False
36.0,80000.0,Mortgage,3.0,Venture,B,12025.0,10.65,0.15,N,16.0,False
37.0,59000.0,Mortgage,7.0,Medical,A,11000.0,12.844,0.19,N,17.0,False
40.0,73000.0,Rent,2.0,Venture,D,9975.0,16.29,0.14,Y,16.0,True
38.0,32000.0,Rent,0.0,Debtconsolidation,B,6000.0,11.36,0.19,N,16.0,True
43.0,61000.0,Mortgage,3.0,Debtconsolidation,E,16000.0,13.884,0.26,Y,17.0,True
42.0,35010.0,Rent,4.0,Medical,C,3500.0,12.68,0.1,Y,16.0,False
36.0,51000.0,Mortgage,2.0,Medical,E,10000.0,15.68,0.2,N,16.0,True
56.0,95004.0,Mortgage,6.0,Personal,B,12000.0,11.58,0.13,N,20.0,False
38.0,60000.0,Rent,3.0,Education,C,5000.0,14.79,0.08,Y,17.0,False
48.0,28000.0,Mortgage,7.0,Homeimprovement,A,7500.0,7.74,0.27,N,16.0,False
38.0,36400.0,Rent,1.0,Personal,C,6000.0,12.87,0.16,Y,17.0,False
36.0,144000.0,Mortgage,1.0,Debtconsolidation,A,21000.0,7.9,0.15,N,16.0,False
48.0,92000.0,Rent,1.0,Personal,A,4800.0,7.88,0.05,N,17.0,False
43.0,180000.0,Mortgage,5.0,Homeimprovement,C,6000.0,14.27,0.03,N,17.0,False
48.0,32304.0,Mortgage,22.0,Medical,B,15000.0,9.63,0.46,N,17.0,False
36.0,39600.0,Mortgage,17.0,Education,D,1800.0,14.09,0.05,Y,17.0,True
38.0,81000.0,Mortgage,3.0,Personal,C,10000.0,14.27,0.12,Y,16.0,False
39.0,57996.0,Mortgage,10.0,Homeimprovement,A,8000.0,7.88,0.14,N,16.0,False
37.0,28800.0,Mortgage,3.0,Venture,A,4000.0,6.54,0.14,N,17.0,False
39.0,66200.0,Mortgage,5.0,Venture,B,13750.0,9.88,0.21,N,16.0,False
46.0,60000.0,Rent,5.0,Medical,B,4800.0,12.12,0.08,N,16.0,False
36.0,84000.0,Mortgage,14.0,Venture,A,1000.0,7.51,0.01,N,16.0,False
38.0,37440.0,Rent,14.0,Venture,C,19750.0,13.92,0.53,N,16.0,True
54.0,29000.0,Mortgage,7.0,Personal,B,2500.0,11.71,0.09,N,24.0,False
36.0,30000.0,Rent,0.0,Education,B,9000.0,12.18,0.3,N,17.0,False
42.0,36000.0,Rent,0.0,Medical,C,11000.0,11.97,0.31,Y,16.0,True
40.0,23004.0,Own,2.0,Medical,A,7750.0,7.88,0.34,N,16.0,False
38.0,48000.0,Mortgage,3.0,Homeimprovement,B,5000.0,10.65,0.1,N,16.0,False
37.0,45000.0,Rent,0.0,Education,C,6000.0,12.61,0.13,N,17.0,False
