Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status,is_eligible,age_employment_ratio,income_per_credit_year,credit_score,high_risk_flag,age_group
49008.0,Own,5.0,Personal,C,12000.0,13.79,0.24,Y,21.0,False,True,0.0833333333333333,2333.714285714286,646.8451253344813,0,46-60
33600.0,Rent,0.0,Venture,A,4800.0,8.49,0.14,N,11.0,False,True,0.0,3054.5454545454545,691.3454196150268,0,36-45
63500.0,Rent,0.0,Education,C,4000.0,8.006,0.06,N,4.0,False,True,0.0,15875.0,662.4545088019523,0,18-25
56000.0,Rent,16.0,Personal,A,5000.0,8.9,0.09,N,8.0,False,True,0.4705882352941176,7000.0,720.5971184451114,0,26-35
95000.0,Mortgage,3.0,Debtconsolidation,B,7200.0,11.49,0.08,N,2.0,False,True,0.1363636363636363,47500.0,744.108957766454,0,18-25
83135.0,Mortgage,3.0,Education,C,8000.0,13.99,0.1,Y,10.0,False,True,0.1071428571428571,8313.5,760.9644100271598,0,26-35
41000.0,Rent,4.0,Education,A,6750.0,5.99,0.16,N,3.0,False,True,0.1538461538461538,13666.666666666666,643.360596889293,0,26-35
75000.0,Mortgage,9.0,Personal,A,24000.0,7.51,0.32,N,13.0,False,True,0.25,5769.2307692307695,692.7644240779626,0,36-45
54400.0,Mortgage,6.0,Medical,D,5000.0,16.07,0.09,N,8.0,True,True,0.2142857142857142,6800.0,550.7157155227095,0,26-35
142000.0,Mortgage,2.0,Personal,D,25000.0,15.31,0.18,N,14.0,False,True,0.05,10142.857142857143,577.5896786354081,0,36-45
30000.0,Own,4.0,Homeimprovement,C,5000.0,13.43,0.17,Y,11.0,False,True,0.1,2727.2727272727275,641.3796258486655,0,36-45
67992.0,Mortgage,0.0,Homeimprovement,A,2000.0,7.43,0.03,N,7.0,False,True,0.0,9713.142857142857,766.8514924947673,0,26-35
28800.0,Own,2.0,Personal,A,2000.0,9.948,0.07,N,2.0,False,True,0.0909090909090909,14400.0,762.1395132159927,0,18-25
28800.0,Rent,5.0,Education,D,8000.0,11.862,0.28,Y,3.0,False,True,0.1923076923076923,9600.0,358.87337635986836,0,26-35
37000.0,Rent,5.0,Debtconsolidation,D,5500.0,15.31,0.15,Y,2.0,True,True,0.217391304347826,18500.0,435.92295201486866,0,18-25
51300.0,Mortgage,7.0,Venture,A,11000.0,5.99,0.21,N,3.0,False,True,0.28,17100.0,778.5475575027253,0,18-25
100000.0,Mortgage,7.0,Education,A,15000.0,7.88,0.15,N,4.0,False,True,0.3043478260869565,25000.0,844.229566066294,0,18-25
65000.0,Rent,2.0,Medical,C,19000.0,12.84,0.29,Y,5.0,False,True,0.0625,13000.0,487.03208392036623,0,26-35
65000.0,Rent,2.0,Venture,C,4200.0,14.79,0.06,N,10.0,False,True,0.0625,6500.0,673.8049082805877,0,26-35
68000.0,Mortgage,6.0,Personal,A,10000.0,7.49,0.15,N,2.0,False,True,0.2727272727272727,34000.0,793.7824276337778,0,18-25
225000.0,Rent,16.0,Medical,B,16000.0,9.76,0.07,N,5.0,False,True,0.5,45000.0,692.6573579150504,0,26-35
65000.0,Mortgage,1.0,Personal,A,12000.0,7.49,0.18,N,4.0,False,True,0.04,16250.0,744.4661534721233,0,18-25
31221.0,Rent,4.0,Education,B,7000.0,11.83,0.22,N,4.0,False,True,0.1818181818181818,7805.25,593.4897909045692,0,18-25
86000.0,Mortgage,7.0,Education,C,18000.0,13.48,0.21,N,2.0,True,True,0.3181818181818182,43000.0,728.4129815843702,0,18-25
42000.0,Mortgage,1.0,Personal,C,10500.0,14.65,0.25,N,2.0,False,True,0.0454545454545454,21000.0,555.3612389340144,0,18-25
27600.0,Rent,2.0,Medical,B,7000.0,9.76,0.25,N,4.0,False,True,0.08,6900.0,457.5160704511257,0,18-25
70000.0,Mortgage,11.0,Debtconsolidation,A,25000.0,7.66,0.36,N,5.0,False,True,0.4074074074074074,14000.0,664.3056575443459,0,26-35
70800.0,Mortgage,6.0,Education,D,9600.0,8.262,0.14,N,4.0,False,True,0.2608695652173913,17700.0,644.9681412570117,0,18-25
56000.0,Rent,6.0,Medical,A,5600.0,8.32,0.1,N,2.0,False,True,0.2727272727272727,28000.0,681.5358851957501,0,18-25
49000.0,Rent,2.0,Personal,D,5000.0,15.31,0.1,N,7.0,True,True,0.0666666666666666,7000.0,495.32076305446327,0,26-35
160000.0,Own,12.0,Personal,B,23000.0,11.83,0.14,N,8.0,False,True,0.4285714285714285,20000.0,844.6719327065505,0,26-35
75000.0,Rent,2.0,Personal,C,16000.0,13.35,0.21,Y,2.0,False,True,0.0769230769230769,37500.0,642.0569815241008,0,26-35
75000.0,Rent,3.0,Education,C,17950.0,10.91,0.24,N,3.0,False,True,0.1428571428571428,25000.0,567.8899024621087,0,18-25
89000.0,Own,10.0,Venture,A,3000.0,6.76,0.03,N,6.0,False,True,0.3703703703703703,14833.333333333334,900.0,0,26-35
78000.0,Mortgage,0.0,Debtconsolidation,A,10000.0,5.79,0.13,N,2.0,False,True,0.0,39000.0,781.9305059682071,0,18-25
53004.0,Own,9.0,Education,B,2000.0,10.75,0.04,N,4.0,False,True,0.36,13251.0,814.8972120380745,0,18-25
25000.0,Mortgage,2.0,Personal,B,3600.0,9.91,0.14,N,4.0,False,True,0.0952380952380952,6250.0,667.4370805926013,0,18-25
55000.0,Mortgage,9.0,Homeimprovement,B,8500.0,12.096,0.15,N,2.0,False,True,0.36,27500.0,720.7802987633645,0,18-25
65000.0,Mortgage,2.0,Personal,C,13000.0,14.35,0.2,Y,4.0,False,True,0.0909090909090909,16250.0,665.0598836707798,0,18-25
78000.0,Rent,2.0,Medical,A,6000.0,6.99,0.08,N,15.0,False,True,0.0526315789473684,5200.0,704.2508552343245,0,36-45
35000.0,Rent,10.0,Education,B,12875.0,11.416,0.37,N,3.0,True,True,0.3846153846153846,11666.666666666666,509.10318646037086,0,26-35
25000.0,Rent,8.0,Education,B,5000.0,10.62,0.2,N,3.0,False,True,0.3478260869565217,8333.333333333334,582.404437500702,0,18-25
70000.0,Own,4.0,Education,A,6000.0,5.42,0.09,N,2.0,False,True,0.1666666666666666,35000.0,885.296994908995,0,18-25
35040.0,Rent,11.0,Medical,B,2000.0,10.99,0.06,N,10.0,False,True,0.4074074074074074,3504.0,596.340274511883,0,26-35
40000.0,Rent,8.0,Personal,B,12000.0,10.37,0.3,N,9.0,False,True,0.2962962962962963,4444.444444444444,499.8661379336829,0,26-35
102996.0,Mortgage,4.0,Debtconsolidation,A,6000.0,8.226,0.06,N,8.0,False,True,0.1212121212121212,12874.5,795.3056891381377,0,26-35
24840.0,Rent,2.0,Education,A,1500.0,8.0,0.06,N,5.0,True,True,0.0714285714285714,4968.0,674.7612159700905,0,26-35
58000.0,Rent,2.0,Personal,A,6000.0,6.92,0.1,N,4.0,False,True,0.0909090909090909,14500.0,701.8822681301423,0,18-25
20352.0,Own,3.0,Venture,A,7750.0,6.91,0.38,N,3.0,False,True,0.125,6784.0,665.6186108463379,0,18-25
60000.0,Rent,6.0,Personal,B,8000.0,11.14,0.13,N,3.0,False,True,0.2727272727272727,20000.0,674.733725016499,0,18-25
51000.0,Own,7.0,Personal,A,6000.0,5.42,0.12,N,4.0,False,True,0.3043478260869565,12750.0,829.4320605145672,0,18-25
36000.0,Rent,2.0,Medical,A,8000.0,7.51,0.22,N,2.0,True,True,0.0869565217391304,18000.0,609.5697128176066,0,18-25
61440.0,Rent,9.0,Venture,B,8000.0,10.36,0.13,N,4.0,False,True,0.36,15360.0,712.5683652090928,0,18-25
50000.0,Rent,4.0,Homeimprovement,E,16000.0,16.77,0.32,N,5.0,True,True,0.1333333333333333,10000.0,326.6650823802851,0,26-35
24744.0,Own,5.0,Venture,B,5000.0,11.89,0.2,N,2.0,False,True,0.2272727272727272,12372.0,723.1926888657526,0,18-25
55016.0,Rent,0.0,Venture,C,10000.0,13.16,0.18,Y,2.0,False,True,0.0,27508.0,652.9733493908705,0,18-25
41000.0,Mortgage,7.0,Debtconsolidation,B,5500.0,10.71,0.13,N,4.0,False,True,0.3043478260869565,10250.0,659.2140631390728,0,18-25
47484.0,Mortgage,0.0,Education,B,5325.0,10.62,0.11,N,4.0,False,True,0.0,11871.0,758.570713700695,0,18-25
24000.0,Mortgage,0.0,Education,B,4000.0,10.59,0.17,N,10.0,False,True,0.0,2400.0,675.2059996980785,0,26-35
30000.0,Rent,0.0,Education,B,10800.0,12.21,0.36,N,14.0,True,True,0.0,2142.8571428571427,502.8027526531881,0,36-45
45600.0,Mortgage,6.0,Debtconsolidation,A,3000.0,6.99,0.07,N,5.0,False,True,0.2222222222222222,9120.0,755.4109856936087,0,26-35
170004.0,Mortgage,1.0,Homeimprovement,E,25000.0,16.45,0.15,Y,13.0,False,True,0.027027027027027,13077.23076923077,551.1509562811203,0,36-45
68000.0,Mortgage,11.0,Education,A,4000.0,5.99,0.06,N,5.0,False,True,0.3793103448275862,13600.0,823.3130754025983,0,26-35
54000.0,Rent,3.0,Homeimprovement,E,13000.0,17.93,0.24,Y,2.0,False,True,0.1153846153846153,27000.0,329.43057996295045,0,26-35
59004.0,Rent,1.0,Debtconsolidation,D,7800.0,15.99,0.13,Y,3.0,True,True,0.0434782608695652,19668.0,467.04421868649706,0,18-25
97000.0,Mortgage,7.0,Education,A,4800.0,10.36,0.05,N,2.0,False,True,0.3043478260869565,48500.0,847.6018225200529,0,18-25
40000.0,Rent,0.0,Education,B,10000.0,12.18,0.25,N,3.0,False,True,0.0,13333.333333333334,510.8178982360708,0,18-25
42500.0,Mortgage,9.0,Education,A,2000.0,5.42,0.05,N,3.0,False,True,0.36,14166.666666666666,758.4642802708954,0,18-25
85155.0,Rent,13.0,Homeimprovement,D,20000.0,14.61,0.23,N,6.0,False,True,0.4482758620689655,14192.5,469.8643176012623,0,26-35
27500.0,Mortgage,13.0,Venture,A,15000.0,6.54,0.55,N,10.0,False,True,0.4642857142857143,2750.0,649.4209272242429,0,26-35
37315.0,Rent,1.0,Debtconsolidation,A,2000.0,6.39,0.05,N,4.0,False,True,0.04,9328.75,635.0636101276414,0,18-25
70000.0,Mortgage,11.0,Venture,A,4500.0,7.9,0.06,N,8.0,False,True,0.3548387096774194,8750.0,878.6010634038444,0,26-35
172000.0,Mortgage,9.0,Education,B,12000.0,11.86,0.07,N,4.0,False,True,0.36,43000.0,815.1370823325506,0,18-25
78000.0,Rent,5.0,Education,A,18000.0,8.9,0.23,N,9.0,False,True,0.1470588235294117,8666.666666666666,739.8411091048029,0,26-35
58000.0,Rent,3.0,Venture,B,13000.0,11.58,0.22,N,7.0,False,True,0.1111111111111111,8285.714285714286,646.3093265239027,0,26-35
48000.0,Rent,3.0,Medical,A,13000.0,7.88,0.27,N,2.0,True,True,0.1363636363636363,24000.0,554.4617045813299,0,18-25
64000.0,Rent,4.0,Debtconsolidation,B,1000.0,10.75,0.02,N,3.0,False,True,0.1538461538461538,21333.33333333333,639.6829475183084,0,26-35
225000.0,Mortgage,0.0,Debtconsolidation,C,10000.0,13.99,0.04,N,7.0,False,True,0.0,32142.85714285714,750.9360117721966,0,26-35
225000.0,Own,8.0,Homeimprovement,B,20000.0,8.88,0.09,N,4.0,False,True,0.3333333333333333,56250.0,799.588140704612,0,18-25
25000.0,Rent,2.0,Medical,B,1800.0,12.69,0.07,N,3.0,True,True,0.0869565217391304,8333.333333333334,559.6916621124753,0,18-25
30000.0,Own,4.0,Education,B,5125.0,10.0,0.17,N,3.0,False,True,0.1818181818181818,10000.0,707.7994043090357,0,18-25
77250.0,Rent,1.0,Homeimprovement,B,10000.0,9.2,0.13,N,8.0,False,True,0.0357142857142857,9656.25,672.9576331661546,0,26-35
225000.0,Mortgage,3.0,Debtconsolidation,D,24000.0,14.96,0.11,N,7.0,True,True,0.1,32142.85714285714,588.6090676841468,0,26-35
29000.0,Other,0.0,Debtconsolidation,B,7500.0,10.08,0.26,N,4.0,True,True,0.0,7250.0,454.1130669760195,0,18-25
39996.0,Rent,6.0,Personal,B,5000.0,10.2,0.13,N,2.0,False,True,0.2608695652173913,19998.0,631.1461295262948,0,18-25
53000.0,Rent,1.0,Education,A,3500.0,9.32,0.07,N,17.0,False,True,0.0277777777777777,3117.6470588235293,723.5337331646165,0,36-45
54000.0,Rent,2.0,Venture,D,7800.0,14.84,0.14,N,6.0,True,True,0.0588235294117647,9000.0,541.1305006437138,0,26-35
60000.0,Mortgage,0.0,Education,D,8000.0,15.65,0.13,N,3.0,False,True,0.0,20000.0,598.9360918387122,0,18-25
85000.0,Mortgage,12.0,Medical,A,3800.0,6.03,0.04,N,8.0,False,True,0.4444444444444444,10625.0,811.161432598677,0,26-35
60000.0,Mortgage,1.0,Personal,A,10000.0,5.42,0.17,N,2.0,False,True,0.0454545454545454,30000.0,762.9455232239638,0,18-25
59000.0,Rent,3.0,Medical,D,3500.0,15.65,0.06,N,2.0,True,True,0.12,29500.0,479.27523401375566,0,18-25
72000.0,Mortgage,0.0,Personal,B,5000.0,11.86,0.07,N,2.0,False,True,0.0,36000.0,784.7652107213082,0,18-25
80000.0,Mortgage,8.0,Education,A,7500.0,8.63,0.09,N,4.0,False,True,0.3333333333333333,20000.0,875.8158225738008,0,18-25
30000.0,Own,3.0,Education,A,15000.0,6.62,0.5,N,4.0,False,True,0.1363636363636363,7500.0,653.351361146728,0,18-25
68000.0,Rent,4.0,Venture,B,11000.0,11.49,0.16,N,5.0,False,True,0.1428571428571428,13600.0,660.3838136789351,0,26-35
65993.0,Mortgage,3.0,Education,D,9000.0,14.59,0.14,N,15.0,False,True,0.0666666666666666,4399.533333333334,598.851077430886,0,36-45
37000.0,Rent,7.0,Education,A,11000.0,6.62,0.3,N,3.0,False,True,0.3043478260869565,12333.333333333334,540.8787139136265,0,18-25
188000.0,Rent,14.0,Debtconsolidation,B,25000.0,10.62,0.13,N,5.0,True,True,0.4375,37600.0,680.5621654608234,0,26-35
58575.0,Rent,2.0,Medical,F,16000.0,19.47,0.27,N,2.0,True,True,0.0833333333333333,29287.5,300.0,0,18-25
63000.0,Mortgage,5.0,Venture,E,4800.0,10.112,0.08,Y,4.0,False,True,0.238095238095238,15750.0,595.2666828269855,0,18-25
54000.0,Rent,7.0,Personal,D,10000.0,14.11,0.19,N,2.0,True,True,0.3043478260869565,27000.0,481.07735717575486,0,18-25
42000.0,Rent,2.0,Personal,C,4200.0,13.35,0.1,N,17.0,False,True,0.0476190476190476,2470.5882352941176,594.4449069805755,0,36-45
45792.0,Rent,3.0,Debtconsolidation,B,17000.0,10.38,0.37,N,2.0,True,True,0.125,22896.0,503.1799772913809,0,18-25
143000.0,Rent,4.0,Venture,D,25000.0,16.07,0.17,Y,7.0,False,True,0.1290322580645161,20428.571428571428,558.2546385268259,0,26-35
135000.0,Mortgage,8.0,Venture,B,21000.0,12.69,0.16,N,2.0,False,True,0.3333333333333333,67500.0,779.7618989975075,0,18-25
77065.0,Mortgage,11.0,Personal,A,23700.0,6.17,0.31,N,10.0,False,True,0.4074074074074074,7706.5,693.481573739074,0,26-35
24000.0,Mortgage,6.0,Medical,A,2500.0,7.14,0.1,N,2.0,False,True,0.2727272727272727,12000.0,691.1007165434265,0,18-25
26000.0,Rent,3.0,Medical,B,7850.0,9.96,0.3,N,2.0,False,True,0.125,13000.0,460.6917054809024,0,18-25
33000.0,Rent,4.0,Medical,D,8975.0,16.02,0.27,Y,3.0,False,True,0.1538461538461538,11000.0,300.1577117921576,0,26-35
30996.0,Rent,2.0,Debtconsolidation,B,8000.0,11.49,0.26,N,2.0,False,True,0.0909090909090909,15498.0,439.99801578888633,0,18-25
93000.0,Mortgage,5.0,Debtconsolidation,D,12000.0,16.29,0.13,Y,3.0,True,True,0.2083333333333333,31000.0,570.0888113399469,0,18-25
47831.0,Rent,8.0,Debtconsolidation,C,16000.0,13.85,0.33,N,7.0,True,True,0.2857142857142857,6833.0,477.544608424094,0,26-35
45000.0,Rent,5.0,Medical,C,1300.0,13.61,0.03,Y,4.0,False,True,0.2083333333333333,11250.0,629.8108039321876,0,18-25
83004.0,Mortgage,9.0,Personal,A,5000.0,6.76,0.06,N,4.0,False,True,0.36,20751.0,860.0290235556126,0,18-25
56000.0,Rent,9.0,Homeimprovement,A,4000.0,5.79,0.07,N,9.0,False,True,0.2903225806451613,6222.222222222223,682.4658065447945,0,26-35
64000.0,Mortgage,11.0,Debtconsolidation,A,14500.0,7.66,0.23,N,6.0,False,True,0.3142857142857143,10666.666666666666,715.214910515838,0,26-35
84000.0,Mortgage,10.0,Personal,B,7500.0,12.69,0.09,N,3.0,False,True,0.3846153846153846,28000.0,803.8703918817541,0,26-35
55000.0,Rent,3.0,Education,C,6000.0,13.35,0.11,Y,5.0,False,True,0.0909090909090909,11000.0,667.5175974172058,0,26-35
102000.0,Mortgage,9.0,Debtconsolidation,C,14400.0,12.616,0.14,Y,2.0,False,True,0.36,51000.0,710.7260787144959,0,18-25
24000.0,Rent,1.0,Medical,C,2150.0,14.72,0.09,N,7.0,False,True,0.037037037037037,3428.5714285714284,564.0068457461535,0,26-35
32004.0,Rent,3.0,Debtconsolidation,C,5000.0,13.23,0.16,N,2.0,False,True,0.125,16002.0,514.8336790433333,0,18-25
75000.0,Rent,0.0,Education,A,18500.0,7.49,0.25,N,3.0,False,True,0.0,25000.0,636.7961987953436,0,18-25
30000.0,Rent,4.0,Venture,C,7200.0,15.27,0.24,Y,8.0,False,True,0.1379310344827586,3750.0,515.1176546443784,0,26-35
50000.0,Own,4.0,Debtconsolidation,D,10000.0,15.95,0.2,Y,7.0,False,True,0.1333333333333333,7142.857142857143,538.3655542340467,0,26-35
53616.0,Rent,6.0,Education,B,1600.0,12.42,0.03,N,4.0,False,True,0.2608695652173913,13404.0,691.0750321664999,0,18-25
42000.0,Rent,2.0,Medical,C,8400.0,13.49,0.2,N,14.0,False,True,0.054054054054054,3000.0,528.713441974468,0,36-45
38000.0,Rent,5.0,Personal,A,7500.0,5.79,0.2,N,4.0,False,True,0.2272727272727272,9500.0,644.5475791414833,0,18-25
63000.0,Rent,3.0,Venture,D,5400.0,14.54,0.09,N,2.0,False,True,0.1304347826086956,31500.0,546.714864818923,0,18-25
55000.0,Mortgage,11.0,Personal,B,4000.0,10.99,0.07,N,8.0,False,True,0.3793103448275862,6875.0,749.7160849182401,0,26-35
102552.0,Rent,10.0,Medical,B,5600.0,9.99,0.05,N,3.0,False,True,0.3846153846153846,34184.0,687.7469924376929,0,26-35
48396.0,Rent,11.0,Medical,D,16000.0,14.74,0.33,Y,7.0,True,True,0.4074074074074074,6913.714285714285,341.6617423254774,0,26-35
42000.0,Rent,5.0,Venture,D,1000.0,15.58,0.02,N,4.0,True,True,0.238095238095238,10500.0,501.0357686476775,0,18-25
58000.0,Rent,2.0,Debtconsolidation,A,10000.0,7.88,0.17,N,2.0,False,True,0.0869565217391304,29000.0,645.6112853289994,0,18-25
25000.0,Rent,1.0,Medical,C,9600.0,14.27,0.38,Y,10.0,True,True,0.0357142857142857,2500.0,446.31303720524204,0,26-35
48996.0,Rent,6.0,Personal,B,6000.0,14.216,0.12,N,2.0,False,True,0.2727272727272727,24498.0,677.3814182615951,0,18-25
42230.0,Rent,1.0,Medical,A,5500.0,9.63,0.13,N,10.0,False,True,0.0303030303030303,4223.0,624.6229384709707,0,26-35
41303.0,Rent,4.0,Personal,B,9900.0,11.89,0.24,N,10.0,False,True,0.1290322580645161,4130.3,506.0411258601927,0,26-35
85000.0,Mortgage,7.0,Education,C,12000.0,14.65,0.14,Y,4.0,False,True,0.28,21250.0,777.8351401051236,0,18-25
62280.0,Rent,3.0,Education,A,15000.0,8.94,0.24,N,4.0,False,True,0.12,15570.0,603.1873863878018,0,18-25
24000.0,Rent,0.0,Medical,B,1800.0,11.26,0.08,N,2.0,False,True,0.0,12000.0,577.0205273878449,0,18-25
100000.0,Own,10.0,Medical,B,10000.0,10.59,0.1,N,2.0,False,True,0.3846153846153846,50000.0,796.9259517318733,0,26-35
53000.0,Rent,2.0,Education,A,16000.0,7.9,0.3,N,4.0,False,True,0.0909090909090909,13250.0,588.8105559136595,0,18-25
30000.0,Rent,7.0,Personal,C,5000.0,14.17,0.17,Y,3.0,True,True,0.3043478260869565,10000.0,557.5289155337805,0,18-25
55000.0,Mortgage,0.0,Medical,B,12500.0,11.714000000000002,0.23,N,3.0,False,True,0.0,18333.33333333333,668.4285283676682,0,26-35
90000.0,Mortgage,9.0,Debtconsolidation,A,15000.0,7.9,0.17,N,9.0,False,True,0.2903225806451613,10000.0,754.5544471010538,0,26-35
30500.0,Rent,8.0,Education,C,10000.0,14.22,0.33,N,12.0,True,True,0.2105263157894736,2541.6666666666665,519.6474468538223,0,36-45
115000.0,Rent,16.0,Personal,B,10000.0,10.37,0.09,N,17.0,False,True,0.3265306122448979,6764.705882352941,706.8173986017346,0,46-60
66000.0,Rent,1.0,Venture,D,20000.0,14.11,0.3,N,3.0,True,True,0.0434782608695652,22000.0,411.9421974748676,0,18-25
37000.0,Mortgage,3.0,Medical,A,6075.0,5.99,0.16,N,3.0,False,True,0.125,12333.333333333334,662.8579625285188,0,18-25
92000.0,Mortgage,1.0,Personal,C,20000.0,14.79,0.22,N,16.0,False,True,0.0256410256410256,5750.0,698.5836816704955,0,36-45
39400.0,Rent,2.0,Medical,A,2500.0,7.14,0.06,N,9.0,False,True,0.0625,4377.777777777777,630.4012717073238,0,26-35
60000.0,Mortgage,1.0,Homeimprovement,C,3500.0,12.99,0.06,Y,14.0,False,True,0.025,4285.714285714285,678.5341945910826,0,36-45
50000.0,Rent,4.0,Homeimprovement,C,6400.0,13.23,0.13,Y,7.0,False,True,0.1481481481481481,7142.857142857143,601.9833268655432,0,26-35
55000.0,Mortgage,9.0,Homeimprovement,A,5000.0,10.876,0.09,N,10.0,False,True,0.3103448275862069,5500.0,759.0539297847616,0,26-35
100000.0,Mortgage,11.0,Homeimprovement,A,8000.0,6.99,0.08,N,7.0,False,True,0.3548387096774194,14285.714285714286,811.192828591184,0,26-35
115000.0,Rent,0.0,Homeimprovement,A,2850.0,6.54,0.02,N,7.0,False,True,0.0,16428.571428571428,724.9759594084087,0,26-35
52102.0,Mortgage,1.0,Medical,B,3500.0,10.75,0.07,N,3.0,True,True,0.0434782608695652,17367.333333333332,715.6233651305764,0,18-25
74360.0,Own,7.0,Venture,A,25000.0,12.236,0.34,N,4.0,False,True,0.2916666666666667,18590.0,789.1819613359839,0,18-25
15000.0,Rent,4.0,Education,D,2200.0,9.852,0.15,Y,4.0,False,True,0.1904761904761904,3750.0,454.78157156717106,0,18-25
19200.0,Rent,2.0,Medical,D,2950.0,16.49,0.15,Y,12.0,True,True,0.048780487804878,1600.0,415.31163753219863,0,36-45
62000.0,Own,1.0,Education,B,15000.0,12.18,0.24,N,6.0,False,True,0.03125,10333.333333333334,673.6809499681948,0,26-35
50000.0,Mortgage,2.0,Homeimprovement,B,3000.0,10.59,0.06,N,5.0,False,True,0.0666666666666666,10000.0,714.7553892963216,0,26-35
84000.0,Mortgage,2.0,Personal,B,6000.0,12.69,0.07,N,13.0,False,True,0.0555555555555555,6461.538461538462,774.1802228453734,0,36-45
40680.0,Mortgage,6.0,Debtconsolidation,D,8000.0,15.21,0.2,N,13.0,True,True,0.1621621621621621,3129.230769230769,466.74702080388334,0,36-45
75000.0,Mortgage,6.0,Venture,A,6000.0,7.51,0.08,N,5.0,False,True,0.1818181818181818,15000.0,873.0322862194155,0,26-35
65000.0,Rent,8.0,Medical,B,7500.0,10.95,0.12,N,10.0,False,True,0.2580645161290322,6500.0,634.149536765734,0,26-35
45000.0,Mortgage,13.0,Education,A,13000.0,9.63,0.29,N,9.0,False,True,0.4482758620689655,5000.0,675.8309075374794,0,26-35
54000.0,Mortgage,18.0,Homeimprovement,A,4000.0,6.39,0.07,N,5.0,False,True,0.5294117647058824,10800.0,770.6241282450309,0,26-35
48659.0,Rent,4.0,Education,B,7500.0,10.458000000000002,0.15,N,4.0,False,True,0.16,12164.75,687.0810295503974,0,18-25
70000.0,Mortgage,2.0,Medical,C,10000.0,13.49,0.14,N,4.0,False,True,0.0833333333333333,17500.0,741.2480131105058,0,18-25
72000.0,Rent,3.0,Medical,C,12000.0,14.27,0.17,Y,6.0,False,True,0.1071428571428571,12000.0,603.7229264435177,0,26-35
20000.0,Rent,0.0,Personal,B,5075.0,11.48,0.25,N,11.0,True,True,0.0,1818.1818181818185,502.7298258041751,0,36-45
79050.0,Rent,7.0,Medical,C,11200.0,13.99,0.14,N,8.0,True,True,0.2258064516129032,9881.25,640.3260793457334,0,26-35
80000.0,Mortgage,5.0,Debtconsolidation,B,10000.0,9.99,0.12,N,13.0,False,True,0.1351351351351351,6153.846153846154,734.9701218327394,0,36-45
31200.0,Mortgage,2.0,Education,D,1000.0,14.59,0.03,N,2.0,False,True,0.0952380952380952,15600.0,525.9544142764272,0,18-25
44160.0,Other,7.0,Medical,C,10000.0,13.22,0.23,N,4.0,False,True,0.2916666666666667,11040.0,586.4918965204611,0,18-25
56400.0,Mortgage,6.0,Personal,E,25000.0,16.4,0.44,N,3.0,True,True,0.2727272727272727,18800.0,437.9952700323171,1,18-25
36300.0,Mortgage,5.0,Venture,A,9000.0,6.99,0.25,N,2.0,False,True,0.2,18150.0,680.4419525562164,0,18-25
34999.0,Mortgage,8.0,Debtconsolidation,D,6250.0,15.95,0.18,Y,9.0,True,True,0.2758620689655172,3888.777777777778,465.9017125230531,0,26-35
82000.0,Rent,2.0,Venture,B,4050.0,9.99,0.05,N,2.0,False,True,0.08,41000.0,741.1874628493852,0,18-25
91800.0,Rent,4.0,Personal,C,25000.0,13.43,0.27,Y,3.0,False,True,0.1666666666666666,30600.0,557.2091242108914,0,18-25
42000.0,Mortgage,9.0,Education,C,4500.0,12.99,0.11,N,12.0,False,True,0.2432432432432432,3500.0,693.9902476596644,0,36-45
66000.0,Rent,17.0,Education,A,5000.0,7.29,0.08,N,8.0,False,True,0.5151515151515151,8250.0,735.1547537023621,0,26-35
66000.0,Rent,7.0,Debtconsolidation,B,6500.0,10.25,0.1,N,3.0,False,True,0.28,22000.0,631.4833216667384,0,18-25
27040.0,Rent,2.0,Venture,C,4000.0,12.29,0.15,Y,4.0,False,True,0.0869565217391304,6760.0,611.5647616657228,0,18-25
85000.0,Rent,1.0,Medical,A,11000.0,6.91,0.13,N,2.0,False,True,0.0416666666666666,42500.0,698.4496584717019,0,18-25
23868.0,Mortgage,0.0,Homeimprovement,B,7750.0,12.53,0.32,N,14.0,True,True,0.0,1704.857142857143,543.7883692160331,0,36-45
80038.0,Rent,3.0,Personal,B,10000.0,10.59,0.12,N,2.0,False,True,0.1304347826086956,40019.0,707.4971933346574,0,18-25
30000.0,Own,6.0,Homeimprovement,B,7500.0,10.96,0.25,N,4.0,False,True,0.25,7500.0,570.8562512269472,0,18-25
4200.0,Rent,3.0,Personal,E,2750.0,16.95,0.65,N,3.0,True,True,0.1428571428571428,1400.0,300.0,1,18-25
117000.0,Mortgage,6.0,Education,D,7500.0,13.24,0.06,N,2.0,False,True,0.2727272727272727,58500.0,637.7325463085662,0,18-25
97000.0,Own,3.0,Venture,B,12000.0,11.83,0.12,N,5.0,False,True,0.1034482758620689,19400.0,858.5079000107955,0,26-35
52000.0,Mortgage,0.0,Education,C,1200.0,13.98,0.02,Y,2.0,False,True,0.0,26000.0,745.6849866306184,0,18-25
27138.0,Mortgage,10.0,Debtconsolidation,B,2750.0,9.63,0.1,N,2.0,False,True,0.3846153846153846,13569.0,650.5040411775337,0,26-35
120000.0,Mortgage,7.0,Education,C,15000.0,14.65,0.12,N,4.0,False,True,0.28,30000.0,777.8351401051236,0,18-25
