Age,Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status
23,19200,Own,,Personal,A,6000,6.54,0.31,N,2,1
28,70000,Mortgage,4.0,Homeimprovement,B,20000,12.18,0.29,N,6,0
24,81000,Rent,6.0,Medical,A,5000,5.42,0.06,N,3,0
33,53004,Rent,0.0,Personal,C,20000,13.04,0.38,N,10,1
23,24000,Rent,4.0,Education,C,12250,13.16,0.51,Y,4,1
24,39000,Rent,2.0,Debtconsolidation,D,4000,,0.1,Y,4,1
24,40000,Rent,4.0,Medical,A,14000,6.03,0.35,N,2,1
32,65000,Rent,16.0,Debtconsolidation,C,12400,13.49,0.19,Y,6,0
31,69000,Rent,1.0,Debtconsolidation,D,22000,13.67,0.32,Y,7,1
35,54084,Rent,2.0,Debtconsolidation,C,3000,12.61,0.06,N,6,0
21,12000,Rent,5.0,Venture,B,5000,11.49,0.42,N,2,1
36,62000,Rent,5.0,Debtconsolidation,A,9600,9.32,0.15,N,11,0
32,70400,Mortgage,3.0,Personal,A,13000,7.88,0.18,N,9,0
30,54000,Mortgage,6.0,Medical,A,5375,,0.1,N,5,0
24,52728,Rent,4.0,Education,A,5000,7.74,0.09,N,4,0
22,89000,Mortgage,6.0,Venture,B,20000,10.99,0.22,N,4,0
25,92000,Rent,5.0,Homeimprovement,C,12000,13.43,0.13,N,3,0
28,22200,Own,,Homeimprovement,B,2500,11.49,0.11,N,5,0
31,106000,Mortgage,5.0,Debtconsolidation,A,15000,7.88,0.14,N,7,0
25,84000,Mortgage,7.0,Medical,B,6500,10.99,0.08,N,3,0
27,24000,Own,1.0,Education,C,6000,,0.25,N,7,0
23,63150,Mortgage,7.0,Medical,B,12000,9.91,0.19,N,2,0
28,52000,Rent,0.0,Debtconsolidation,B,7000,,0.13,N,9,0
25,30000,Rent,1.0,Education,B,3075,10.59,0.1,N,2,0
25,51684,Mortgage,9.0,Personal,D,4000,15.99,0.08,N,4,0
24,60000,Rent,8.0,Personal,D,20000,13.87,0.33,N,4,1
21,15000,Rent,0.0,Personal,D,3600,15.95,0.24,N,2,1
22,39900,Rent,4.0,Education,B,19000,12.18,0.48,N,2,1
26,51000,Rent,3.0,Homeimprovement,C,5500,13.49,0.11,Y,2,1
24,32000,Mortgage,7.0,Venture,A,4500,6.76,0.14,N,2,0
22,30000,Rent,2.0,Venture,B,3600,10.99,0.12,N,4,0
23,75000,Own,7.0,Education,D,12000,12.49,0.16,N,4,0
29,165000,Mortgage,13.0,Venture,A,10000,6.03,0.06,N,10,0
31,151000,Mortgage,1.0,Education,C,21000,11.97,0.14,N,8,0
24,74900,Mortgage,8.0,Homeimprovement,A,3500,6.39,0.05,N,3,0
38,35000,Rent,0.0,Personal,B,5600,11.11,0.16,N,11,0
22,84000,Mortgage,6.0,Debtconsolidation,C,23000,12.68,0.27,N,4,0
24,46151,Rent,2.0,Debtconsolidation,B,6000,10.59,0.13,N,4,0
24,90000,Rent,0.0,Debtconsolidation,A,15000,7.9,0.17,N,2,0
29,25000,Own,9.0,Homeimprovement,B,2500,9.62,0.1,N,5,0
29,65000,Rent,1.0,Medical,B,7200,11.12,0.11,N,8,0
23,50000,Rent,3.0,Education,C,4000,12.61,0.08,Y,2,0
30,30000,Mortgage,1.0,Venture,A,10000,6.99,0.33,N,5,0
26,42000,Rent,2.0,Personal,C,10800,13.99,0.26,N,2,1
26,37500,Rent,3.0,Venture,D,10000,14.91,0.27,Y,2,0
29,77367,Own,12.0,Education,A,1000,7.37,0.01,N,9,0
26,70000,Mortgage,5.0,Medical,C,4800,,0.07,Y,4,0
22,69108,Rent,2.0,Personal,E,5400,15.95,0.08,Y,2,1
26,130000,Mortgage,10.0,Medical,B,4000,10.99,0.03,N,3,0
24,25000,Rent,0.0,Debtconsolidation,A,4400,6.76,0.18,N,3,0
31,54000,Rent,1.0,Medical,C,4800,12.99,0.09,Y,10,0
21,62916,Mortgage,5.0,Education,B,15000,11.49,0.24,N,4,0
31,75000,Rent,0.0,Medical,B,5000,10.75,0.07,N,6,0
22,68000,Mortgage,3.0,Education,B,14800,9.88,0.22,N,4,0
27,60000,Mortgage,9.0,Personal,A,5000,7.88,0.08,N,5,0
30,50400,Mortgage,7.0,Personal,A,3000,7.29,0.06,N,6,0
26,28800,Own,8.0,Education,A,6000,8.9,0.21,N,3,0
32,105000,Mortgage,11.0,Medical,A,20000,6.54,0.19,N,9,0
28,85000,Mortgage,5.0,Education,D,16800,16.49,0.2,N,8,0
22,20000,Rent,2.0,Education,A,10000,7.49,0.5,N,4,1
24,74000,Rent,2.0,Medical,A,5000,,0.07,N,4,0
28,52000,Rent,12.0,Venture,A,10000,6.92,0.19,N,8,0
22,78792,Mortgage,4.0,Education,D,5500,14.61,0.07,N,4,0
25,28128,Rent,2.0,Education,D,7500,15.33,0.27,Y,3,1
24,60000,Mortgage,4.0,Education,A,4000,7.9,0.07,N,3,0
24,101400,Mortgage,0.0,Personal,A,6400,,0.06,N,3,0
22,40000,Rent,,Education,A,5000,6.17,0.13,N,2,0
25,100000,Rent,3.0,Debtconsolidation,A,2600,7.9,0.03,N,3,0
28,42682,Rent,1.0,Personal,A,8000,6.03,0.19,N,9,0
24,85100,Rent,3.0,Education,C,15000,,0.18,Y,2,0
51,94368,Mortgage,4.0,Personal,A,5000,,0.05,N,30,0
31,62000,Mortgage,9.0,Medical,C,2500,14.65,0.04,Y,6,0
24,75000,Own,2.0,Personal,B,8500,11.36,0.11,N,4,0
26,50000,Rent,3.0,Education,B,15000,9.91,0.3,N,3,0
27,56500,Rent,2.0,Homeimprovement,D,14000,13.87,0.25,N,8,1
28,115000,Mortgage,12.0,Venture,C,16000,13.85,0.14,Y,8,0
24,25000,Rent,3.0,Education,A,3000,8.32,0.12,N,2,0
22,25000,Rent,6.0,Education,B,8000,11.36,0.32,N,2,1
23,69000,Rent,7.0,Debtconsolidation,D,6000,16.02,0.09,Y,2,1
22,30000,Mortgage,6.0,Venture,A,6950,9.32,0.23,N,4,0
30,64300,Mortgage,4.0,Homeimprovement,D,14000,15.33,0.22,Y,10,0
25,56400,Rent,2.0,Debtconsolidation,D,3500,15.62,0.06,N,4,1
24,95000,Mortgage,7.0,Homeimprovement,B,10000,10.65,0.11,N,4,0
33,126000,Mortgage,17.0,Homeimprovement,A,9500,5.42,0.08,N,7,0
21,34000,Rent,5.0,Homeimprovement,B,2400,10.83,0.07,N,4,1
62,16800,Rent,0.0,Venture,A,2500,6.91,0.15,N,24,0
23,40000,Rent,3.0,Education,B,8000,11.49,0.2,N,3,0
33,83000,Mortgage,14.0,Debtconsolidation,A,18000,8.49,0.22,N,6,0
26,30000,Rent,2.0,Debtconsolidation,E,6000,16.77,0.2,N,2,1
25,40000,Rent,6.0,Venture,B,5500,,0.14,N,3,0
30,175000,Rent,3.0,Debtconsolidation,B,15000,11.26,0.09,N,8,0
26,107496,Mortgage,9.0,Debtconsolidation,B,20000,12.69,0.19,N,4,0
29,52000,Rent,13.0,Personal,D,7000,16.77,0.13,N,5,0
35,110000,Rent,0.0,Medical,B,15000,11.11,0.14,N,8,0
25,55800,Mortgage,9.0,Medical,C,3500,14.17,0.06,Y,3,0
22,35000,Rent,5.0,Education,A,8000,7.29,0.23,N,2,0
24,72000,Rent,8.0,Medical,A,14000,7.9,0.19,N,2,0
25,80000,Rent,9.0,Venture,B,2000,11.49,0.03,N,3,0
23,50000,Rent,0.0,Debtconsolidation,A,10000,,0.2,N,2,0
22,60000,Mortgage,3.0,Venture,A,5000,7.9,0.08,N,2,0
22,43200,Mortgage,,Venture,A,7975,7.49,0.18,N,2,0
23,92000,Rent,0.0,Personal,A,6500,8.0,0.07,N,2,0
23,24000,Rent,4.0,Debtconsolidation,B,5000,10.62,0.21,N,4,0
24,98000,Own,8.0,Venture,A,12000,7.49,0.12,N,2,0
23,27000,Own,,Education,B,5000,10.65,0.19,N,4,0
43,138000,Mortgage,4.0,Education,A,9900,6.99,0.07,N,14,0
30,40000,Mortgage,5.0,Homeimprovement,A,9600,8.49,0.24,N,10,0
24,90000,Rent,0.0,Debtconsolidation,B,5000,10.59,0.06,N,2,0
22,60200,Rent,2.0,Debtconsolidation,A,6325,7.51,0.11,N,3,0
26,30000,Own,5.0,Venture,A,5000,,0.17,N,4,0
22,55000,Own,0.0,Venture,A,1000,8.59,0.02,N,3,0
30,105000,Mortgage,6.0,Education,A,10000,5.99,0.1,N,8,0
24,25344,Mortgage,5.0,Medical,D,4000,16.49,0.16,Y,3,1
26,97333,Own,3.0,Homeimprovement,A,10000,5.99,0.1,N,2,0
22,95000,Rent,0.0,Medical,A,4975,6.17,0.05,N,3,0
27,120000,Mortgage,10.0,Debtconsolidation,A,7000,5.99,0.06,N,5,0
28,83000,Mortgage,6.0,Debtconsolidation,B,5000,,0.06,N,9,0
23,69996,Mortgage,4.0,Venture,A,4000,8.0,0.06,N,2,0
31,66000,Rent,0.0,Education,A,6000,,0.09,N,5,0
23,54000,Rent,7.0,Medical,B,4500,,0.08,N,3,1
22,33300,Rent,0.0,Medical,B,13250,,0.4,N,3,1
39,42000,Rent,0.0,Personal,D,11000,13.55,0.26,N,12,1
26,15000,Rent,1.0,Education,D,2800,15.31,0.19,Y,4,1
50,72000,Mortgage,13.0,Medical,B,8000,11.49,0.11,N,14,0
27,34000,Rent,0.0,Debtconsolidation,A,6000,6.99,0.18,N,6,0
27,62000,Rent,7.0,Debtconsolidation,A,5000,,0.08,N,5,0
24,48000,Mortgage,2.0,Venture,B,5500,11.36,0.11,N,3,0
33,30000,Rent,3.0,Debtconsolidation,B,11975,9.99,0.4,N,8,1
44,119000,Rent,0.0,Debtconsolidation,A,5900,6.17,0.05,N,14,0
29,85500,Mortgage,3.0,Education,A,9500,,0.11,N,9,0
22,38004,Mortgage,7.0,Debtconsolidation,D,3600,17.27,0.09,N,4,1
32,118000,Mortgage,3.0,Debtconsolidation,D,8875,14.84,0.08,N,5,1
32,70000,Rent,0.0,Education,B,6000,9.99,0.09,N,8,0
24,49200,Own,8.0,Education,C,4000,13.06,0.08,N,4,0
23,83954,Rent,7.0,Education,A,6000,,0.07,N,2,0
24,123000,Rent,8.0,Personal,D,15000,15.37,0.12,N,4,1
27,50000,Rent,3.0,Medical,C,16000,,0.32,Y,5,1
25,9600,Rent,,Medical,C,1200,15.23,0.13,N,2,0
24,64000,Mortgage,7.0,Venture,F,4000,20.89,0.06,N,2,1
32,25000,Rent,3.0,Homeimprovement,C,2000,13.16,0.08,Y,8,1
33,145000,Rent,5.0,Medical,C,1800,12.99,0.01,N,6,0
36,55000,Rent,5.0,Venture,A,7000,6.92,0.13,N,16,0
30,42312,Rent,1.0,Education,A,5500,8.59,0.13,N,6,0
43,22800,Rent,0.0,Medical,B,5075,10.59,0.22,N,12,0
32,135000,Mortgage,16.0,Personal,A,13000,7.88,0.1,N,5,0
23,30188,Rent,3.0,Personal,C,8000,14.65,0.27,N,2,0
22,21600,Mortgage,6.0,Venture,C,1400,,0.06,N,2,0
23,93000,Mortgage,5.0,Venture,A,3000,7.12,0.03,N,3,0
39,44500,Rent,5.0,Medical,A,6000,7.88,0.13,N,17,0
30,36996,Rent,5.0,Education,A,10000,8.9,0.27,N,6,0
23,110000,Mortgage,,Education,B,25000,9.91,0.23,N,3,0
22,23448,Rent,,Debtconsolidation,B,4800,11.86,0.2,N,3,0
22,105000,Mortgage,6.0,Medical,A,12000,6.62,0.11,N,4,0
26,91000,Mortgage,10.0,Debtconsolidation,D,5000,14.96,0.05,N,2,1
22,55000,Own,6.0,Medical,B,4800,11.99,0.09,N,2,0
21,17500,Rent,0.0,Debtconsolidation,C,4000,13.22,0.23,Y,4,1
31,168000,Mortgage,2.0,Venture,B,15500,9.25,0.09,N,7,0
38,30000,Rent,0.0,Personal,D,15000,14.61,0.5,Y,15,1
25,57000,Rent,1.0,Homeimprovement,B,5500,10.99,0.1,N,4,0
25,65000,Rent,9.0,Education,E,15000,16.32,0.23,N,2,0
25,78000,Rent,2.0,Homeimprovement,D,3200,14.59,0.04,Y,3,1
21,62000,Rent,2.0,Education,B,6000,10.25,0.1,N,4,0
28,145000,Mortgage,9.0,Medical,B,25000,,0.17,N,7,0
25,63000,Rent,5.0,Education,D,9600,14.46,0.15,Y,4,0
24,85000,Mortgage,8.0,Personal,A,10400,5.79,0.12,N,4,0
23,78000,Rent,0.0,Medical,B,6000,9.99,0.08,N,2,0
23,36000,Rent,4.0,Debtconsolidation,D,6500,17.49,0.18,Y,2,1
24,38400,Rent,8.0,Medical,A,4200,6.76,0.11,N,4,0
26,30000,Rent,1.0,Medical,B,2300,10.99,0.08,N,2,0
37,61260,Rent,6.0,Venture,C,4000,14.82,0.07,Y,12,0
28,103832,Rent,12.0,Education,E,24000,16.69,0.23,N,5,0
24,60500,Mortgage,8.0,Education,A,6000,7.68,0.1,N,4,0
23,19200,Own,,Homeimprovement,A,6000,6.54,0.31,N,4,1
22,69000,Rent,2.0,Venture,A,6000,7.49,0.09,N,4,0
32,132000,Mortgage,2.0,Venture,A,18000,,0.14,N,5,0
45,38400,Rent,4.0,Debtconsolidation,C,1000,14.72,0.03,Y,12,0
23,100000,Mortgage,2.0,Personal,C,6850,13.47,0.07,N,4,0
36,24000,Mortgage,2.0,Debtconsolidation,A,1500,9.63,0.06,N,16,0
24,70000,Other,4.0,Personal,A,9000,9.63,0.13,N,4,0
27,70000,Rent,8.0,Homeimprovement,B,2200,10.74,0.03,N,8,0
26,55000,Mortgage,2.0,Medical,A,11300,7.29,0.21,N,4,0
24,120000,Mortgage,8.0,Homeimprovement,B,14000,10.74,0.12,N,3,0
22,38000,Mortgage,3.0,Debtconsolidation,A,6000,7.51,0.16,N,4,0
27,87360,Mortgage,,Homeimprovement,B,7000,10.36,0.08,N,6,0
27,27000,Rent,1.0,Debtconsolidation,A,5000,7.88,0.19,N,8,0
22,35500,Rent,6.0,Homeimprovement,C,10875,12.84,0.31,N,4,1
29,60000,Rent,0.0,Homeimprovement,A,4000,7.88,0.07,N,6,0
33,69000,Mortgage,7.0,Homeimprovement,A,4000,5.99,0.06,N,7,0
33,34400,Rent,6.0,Venture,B,4000,10.25,0.12,N,9,0
26,30000,Own,0.0,Personal,B,5000,10.38,0.17,N,4,0
34,98480,Mortgage,18.0,Debtconsolidation,C,2500,15.96,0.03,N,10,0
22,30000,Rent,0.0,Venture,D,4000,15.21,0.13,N,2,1
22,57000,Rent,6.0,Education,C,12000,13.11,0.21,N,2,0
21,53000,Rent,4.0,Debtconsolidation,B,10000,10.62,0.19,N,3,0
27,83886,Mortgage,11.0,Venture,A,15000,6.03,0.18,N,6,0
22,60000,Own,6.0,Medical,B,1000,10.99,0.02,N,2,0
30,75600,Rent,0.0,Personal,B,25000,9.99,0.33,N,8,1
24,38000,Rent,2.0,Education,C,3000,13.06,0.08,N,4,0
23,72000,Mortgage,6.0,Venture,C,12000,13.61,0.17,Y,2,1
36,28800,Rent,2.0,Medical,C,6000,15.96,0.21,Y,13,0
22,53000,Mortgage,0.0,Debtconsolidation,A,5025,7.49,0.09,N,3,0
26,60000,Rent,3.0,Homeimprovement,B,20000,10.08,0.33,N,4,1
22,23000,Rent,4.0,Medical,A,3000,5.79,0.13,N,2,0
26,69063,Mortgage,,Homeimprovement,A,6625,7.66,0.1,N,4,0
26,80000,Mortgage,0.0,Education,A,6300,5.79,0.08,N,4,0
24,33600,Mortgage,,Venture,A,12000,5.42,0.36,N,2,0
27,30000,Rent,1.0,Medical,B,16000,10.0,0.53,N,5,1
23,54000,Mortgage,2.0,Medical,D,7500,15.58,0.14,N,2,1
23,54804,Rent,4.0,Education,D,3600,16.77,0.07,Y,4,0
30,43992,Rent,2.0,Personal,D,15000,13.24,0.34,N,7,1
22,45000,Rent,3.0,Venture,B,5000,12.42,0.11,N,2,0
28,35000,Rent,0.0,Personal,B,3000,11.11,0.09,N,8,1
27,35000,Rent,9.0,Debtconsolidation,B,5000,11.49,0.14,N,8,0
28,34000,Mortgage,12.0,Homeimprovement,A,3700,6.91,0.11,N,8,1
23,86000,Rent,0.0,Venture,B,4800,9.62,0.06,N,3,0
41,31000,Rent,3.0,Venture,B,8000,10.38,0.26,N,17,0
40,34560,Mortgage,3.0,Medical,B,10000,,0.29,N,12,0
45,34800,Rent,6.0,Medical,C,4000,13.49,0.11,N,15,0
27,54000,Mortgage,0.0,Debtconsolidation,D,12000,16.49,0.22,N,10,1
25,210000,Mortgage,9.0,Homeimprovement,B,8000,9.91,0.04,N,4,0
28,80000,Own,1.0,Medical,A,3000,6.54,0.04,N,9,0
30,50000,Mortgage,11.0,Medical,B,10000,,0.2,N,6,0
30,42000,Rent,1.0,Personal,B,12000,9.88,0.29,N,8,0
33,90000,Mortgage,4.0,Education,C,12000,12.98,0.13,N,5,0
24,30000,Rent,0.0,Medical,B,8850,,0.29,N,4,0
26,60000,Rent,5.0,Homeimprovement,B,12000,10.65,0.2,N,3,0
23,55000,Mortgage,7.0,Education,A,15000,,0.27,N,4,0
38,118000,Mortgage,12.0,Personal,B,11400,10.59,0.1,N,16,0
24,55000,Rent,4.0,Venture,A,5000,8.0,0.09,N,3,0
25,84000,Rent,1.0,Venture,E,8000,16.45,0.1,Y,4,1
29,60000,Rent,11.0,Education,C,10000,11.97,0.17,N,5,0
28,39000,Rent,0.0,Education,A,3000,7.9,0.08,N,7,0
21,28776,Mortgage,,Education,A,8000,8.9,0.28,N,4,0
23,115000,Mortgage,7.0,Education,C,10000,14.27,0.09,Y,2,0
27,27000,Own,1.0,Venture,A,6000,8.0,0.22,N,6,0
23,85000,Rent,5.0,Medical,C,6700,15.23,0.08,Y,2,0
24,118000,Mortgage,8.0,Homeimprovement,A,5000,5.42,0.04,N,2,0
31,33000,Rent,1.0,Medical,D,9750,14.54,0.3,Y,9,1
33,57600,Mortgage,3.0,Homeimprovement,A,17000,7.66,0.3,N,8,0
31,33600,Mortgage,15.0,Personal,A,6500,7.14,0.19,N,8,0
23,145596,Mortgage,0.0,Debtconsolidation,A,4700,6.92,0.03,N,2,0
32,26400,Rent,0.0,Venture,A,8000,7.51,0.3,N,6,0
27,129996,Mortgage,11.0,Personal,A,4800,9.63,0.04,N,9,0
22,140000,Rent,4.0,Venture,C,15000,14.17,0.11,Y,3,0
24,22000,Rent,0.0,Personal,B,4000,11.36,0.18,N,3,1
25,117014,Mortgage,5.0,Venture,A,8400,7.29,0.07,N,4,0
22,40000,Own,4.0,Education,A,8000,5.79,0.2,N,2,0
27,120000,Mortgage,,Debtconsolidation,A,20000,7.51,0.17,N,6,0
26,98700,Mortgage,6.0,Homeimprovement,C,9600,13.06,0.1,N,3,0
27,150000,Mortgage,1.0,Venture,B,12000,11.89,0.08,N,5,0
27,65000,Mortgage,11.0,Venture,A,8000,7.49,0.12,N,8,0
25,90000,Mortgage,6.0,Personal,A,6000,7.74,0.07,N,4,0
33,85000,Mortgage,12.0,Homeimprovement,A,8000,7.14,0.09,N,8,0
27,144000,Mortgage,6.0,Medical,A,5000,7.49,0.03,N,5,0
38,160000,Mortgage,12.0,Venture,A,14000,6.62,0.09,N,13,0
27,74000,Rent,2.0,Venture,B,12000,12.18,0.16,N,6,0
25,60000,Rent,3.0,Personal,A,17000,6.91,0.28,N,2,0
30,103500,Mortgage,14.0,Venture,D,24150,14.61,0.23,N,9,0
39,84000,Own,12.0,Venture,A,9875,7.51,0.12,N,14,0
23,76000,Rent,7.0,Medical,B,20000,10.37,0.26,N,3,0
22,51996,Own,6.0,Venture,C,8400,12.98,0.16,Y,4,0
29,105000,Mortgage,13.0,Personal,C,5000,12.53,0.05,N,9,0
23,80000,Mortgage,7.0,Education,B,15000,12.42,0.19,N,2,0
32,61000,Mortgage,3.0,Personal,A,2000,7.9,0.03,N,7,0
26,77000,Mortgage,4.0,Debtconsolidation,C,5400,13.04,0.07,Y,3,0
49,69000,Rent,0.0,Homeimprovement,D,16000,14.96,0.23,Y,12,1
29,57600,Rent,1.0,Medical,B,6000,9.91,0.1,N,10,0
25,125004,Mortgage,0.0,Homeimprovement,A,15000,7.88,0.12,N,3,0
35,52000,Mortgage,7.0,Debtconsolidation,A,7000,6.03,0.13,N,5,0
24,53000,Rent,7.0,Medical,C,12000,12.53,0.23,Y,4,0
24,75000,Own,8.0,Medical,B,16500,12.18,0.22,N,2,0
20,98000,Mortgage,4.0,Education,D,24250,,0.25,N,4,0
28,55640,Mortgage,9.0,Medical,C,5000,,0.09,N,7,0
31,120600,Rent,5.0,Venture,C,10000,13.49,0.08,N,5,1
23,98400,Mortgage,7.0,Education,A,9000,6.62,0.09,N,4,0
26,71000,Mortgage,2.0,Debtconsolidation,A,4400,5.42,0.06,N,4,0
22,41340,Rent,6.0,Venture,D,14000,17.49,0.34,N,3,1
27,31500,Rent,10.0,Education,C,6000,12.84,0.19,N,9,1
30,42000,Rent,0.0,Venture,B,1850,11.99,0.04,N,5,0
24,70000,Rent,8.0,Venture,A,7125,6.92,0.1,N,2,0
35,58000,Mortgage,4.0,Medical,D,15000,13.99,0.26,Y,9,1
31,28800,Rent,0.0,Personal,C,6200,12.23,0.22,N,9,0
24,60000,Mortgage,5.0,Debtconsolidation,A,14000,7.51,0.23,N,2,0
28,85000,Rent,7.0,Medical,B,24000,,0.28,N,10,0
34,63996,Mortgage,2.0,Education,A,6400,8.0,0.1,N,9,0
22,63000,Rent,2.0,Debtconsolidation,A,5000,7.74,0.08,N,3,0
28,57408,Rent,2.0,Homeimprovement,B,4800,11.99,0.08,N,6,0
21,40000,Rent,5.0,Education,A,10000,,0.25,N,2,0
21,12000,Rent,2.0,Homeimprovement,B,3250,9.99,0.27,N,2,1
25,61000,Own,2.0,Education,C,15000,14.65,0.25,Y,3,0
22,98000,Rent,2.0,Education,B,20000,11.83,0.2,N,4,0
23,102000,Mortgage,2.0,Personal,A,6000,7.51,0.06,N,2,0
22,70000,Mortgage,4.0,Venture,A,5025,,0.07,N,2,0
45,64000,Mortgage,3.0,Personal,A,6000,7.29,0.09,N,12,0
22,83000,Mortgage,6.0,Debtconsolidation,B,5500,11.99,0.07,N,4,0
26,69700,Rent,4.0,Medical,D,13000,14.42,0.16,Y,2,1
37,42000,Rent,0.0,Personal,E,20000,14.25,0.48,Y,17,1
22,33000,Mortgage,5.0,Debtconsolidation,A,12375,7.29,0.38,N,2,0
25,30000,Rent,9.0,Homeimprovement,C,5600,,0.19,Y,4,1
27,75000,Rent,2.0,Education,A,14000,9.63,0.19,N,5,0
24,28932,Mortgage,4.0,Personal,C,10000,,0.35,Y,2,0
33,33000,Mortgage,3.0,Education,B,4000,12.69,0.12,N,8,0
28,109200,Mortgage,12.0,Personal,B,8000,11.12,0.07,N,6,0
23,32000,Rent,0.0,Education,A,4000,7.68,0.13,N,3,0
26,127992,Mortgage,10.0,Personal,C,26000,13.99,0.2,N,2,0
33,53040,Rent,3.0,Medical,B,8000,9.88,0.15,N,10,0
22,48000,Mortgage,6.0,Education,D,12000,16.0,0.25,N,4,1
33,123000,Rent,5.0,Education,B,12000,11.83,0.1,N,10,0
23,30000,Own,0.0,Personal,B,3000,11.14,0.1,N,3,0
27,42000,Rent,6.0,Venture,C,3000,,0.07,N,8,0
31,240000,Mortgage,15.0,Medical,A,5500,5.42,0.02,N,5,0
25,60000,Rent,3.0,Venture,D,7000,15.62,0.12,N,4,0
29,90000,Mortgage,13.0,Debtconsolidation,A,6000,6.03,0.07,N,5,0
35,72500,Mortgage,0.0,Debtconsolidation,B,4000,10.25,0.06,N,6,0
22,21000,Mortgage,4.0,Debtconsolidation,B,3000,11.49,0.14,N,3,0
23,71000,Mortgage,7.0,Debtconsolidation,B,7500,9.99,0.11,N,3,0
31,72000,Mortgage,15.0,Medical,A,1900,7.51,0.03,N,6,0
26,66800,Mortgage,0.0,Personal,B,2500,11.49,0.04,N,4,0
24,160000,Mortgage,8.0,Homeimprovement,E,20000,19.69,0.13,Y,2,0
25,12000,Rent,0.0,Education,B,1000,10.65,0.08,N,2,0
24,40000,Mortgage,8.0,Debtconsolidation,B,15000,9.88,0.38,N,2,0
24,94000,Rent,8.0,Homeimprovement,B,16000,11.89,0.17,N,3,0
24,22000,Rent,,Medical,A,2200,,0.1,N,3,0
24,50000,Rent,0.0,Venture,B,7200,11.71,0.14,N,2,0
28,40000,Rent,2.0,Medical,B,14000,11.89,0.35,N,8,1
31,72000,Rent,6.0,Personal,B,21000,11.99,0.29,N,6,1
30,70000,Mortgage,,Venture,B,10000,10.25,0.14,N,8,0
28,108800,Mortgage,3.0,Medical,E,35000,16.4,0.27,Y,7,1
25,60000,Own,3.0,Personal,C,16000,13.57,0.27,Y,4,0
33,114000,Mortgage,0.0,Education,D,16000,16.77,0.14,N,5,0
30,105000,Mortgage,14.0,Medical,B,7725,,0.07,N,9,0
23,55000,Rent,0.0,Venture,C,12300,,0.22,N,2,0
22,25000,Rent,1.0,Education,B,2050,10.59,0.08,N,3,0
23,25200,Own,3.0,Education,B,1000,11.48,0.04,N,4,0
33,88000,Mortgage,17.0,Debtconsolidation,C,20000,13.48,0.23,Y,10,1
42,78000,Mortgage,6.0,Education,B,20000,10.99,0.26,N,11,0
27,45600,Mortgage,6.0,Medical,A,3000,6.99,0.07,N,7,0
26,65000,Mortgage,0.0,Personal,A,4000,5.42,0.06,N,2,0
22,17004,Rent,5.0,Debtconsolidation,A,3250,6.91,0.19,N,2,1
25,46000,Mortgage,5.0,Education,B,23500,10.25,0.51,N,4,0
23,83000,Rent,7.0,Debtconsolidation,C,20000,,0.24,N,2,1
31,90000,Mortgage,9.0,Medical,A,14400,7.66,0.16,N,6,0
30,180000,Mortgage,2.0,Debtconsolidation,A,12500,6.03,0.07,N,6,0
23,24000,Own,,Venture,B,5000,10.38,0.21,N,4,0
29,112992,Mortgage,13.0,Debtconsolidation,A,8000,7.49,0.07,N,8,0
24,102000,Mortgage,5.0,Medical,C,12000,15.27,0.12,N,3,0
24,42000,Mortgage,2.0,Homeimprovement,A,7000,8.59,0.17,N,2,0
25,62400,Own,,Debtconsolidation,D,15000,17.58,0.24,N,3,0
22,64000,Mortgage,6.0,Education,A,6000,,0.09,N,4,0
38,22000,Rent,2.0,Debtconsolidation,C,2350,14.17,0.11,Y,16,0
29,60000,Mortgage,13.0,Debtconsolidation,G,25000,20.16,0.42,Y,9,1
23,130000,Own,7.0,Venture,D,22600,14.96,0.17,Y,2,0
25,57000,Rent,8.0,Medical,B,2000,11.36,0.04,N,2,0
25,76000,Rent,0.0,Debtconsolidation,A,5000,8.9,0.07,N,2,0
30,66000,Mortgage,0.0,Debtconsolidation,A,11200,9.32,0.17,N,9,0
30,45000,Rent,0.0,Personal,B,6000,12.69,0.13,N,8,0
29,48000,Rent,13.0,Personal,A,10000,7.51,0.21,N,7,0
30,44000,Rent,4.0,Debtconsolidation,A,15000,6.54,0.34,N,5,1
33,34000,Mortgage,8.0,Homeimprovement,D,6000,14.11,0.18,N,9,1
38,42000,Own,2.0,Education,B,5600,9.99,0.13,N,14,0
27,73004,Rent,5.0,Education,A,9000,9.63,0.12,N,7,1
21,42000,Rent,4.0,Education,A,12500,8.94,0.3,N,2,0
22,30000,Rent,,Homeimprovement,D,6400,15.99,0.21,N,2,1
25,74000,Own,1.0,Venture,A,16000,8.49,0.22,N,3,0
31,50000,Rent,0.0,Personal,C,8000,,0.16,N,9,0
48,70000,Mortgage,31.0,Homeimprovement,D,9000,14.54,0.13,N,17,0
23,48000,Rent,3.0,Debtconsolidation,D,8000,15.58,0.17,N,2,1
32,78000,Mortgage,5.0,Debtconsolidation,A,5400,7.88,0.07,N,6,0
24,45000,Mortgage,8.0,Education,A,5000,5.79,0.11,N,2,0
29,70000,Rent,9.0,Personal,B,8000,12.53,0.11,N,5,0
